Epoch [1/10], Training Loss: 0.0334, Validation Loss: 0.0090, PSNR: 20.478573734888226
Epoch [2/10], Training Loss: 0.0084, Validation Loss: 0.0074, PSNR: 21.295122302071597
Epoch [3/10], Training Loss: 0.0053, Validation Loss: 0.0041, PSNR: 23.89880836948556
Epoch [4/10], Training Loss: 0.0039, Validation Loss: 0.0037, PSNR: 24.354930725446305
Epoch [5/10], Training Loss: 0.0034, Validation Loss: 0.0035, PSNR: 24.533360076876413
Epoch [6/10], Training Loss: 0.0034, Validation Loss: 0.0039, PSNR: 24.10621758620035
Epoch [7/10], Training Loss: 0.0032, Validation Loss: 0.0032, PSNR: 24.955321033225463
Epoch [8/10], Training Loss: 0.0031, Validation Loss: 0.0031, PSNR: 25.06469860319189
Epoch [9/10], Training Loss: 0.0030, Validation Loss: 0.0032, PSNR: 25.01454970866549
[I 2023-06-27 10:48:47,798] Trial 0 finished with value: 0.0030055847329397995 and parameters: {'lr': 0.0020513897738783315, 'd': 41, 's': 7, 'm': 4}. Best is trial 0 with value: 0.0030055847329397995.
Epoch [10/10], Training Loss: 0.0031, Validation Loss: 0.0030, PSNR: 25.220710239657123
Epoch [1/10], Training Loss: 0.0452, Validation Loss: 0.0116, PSNR: 19.339117407295046
Epoch [2/10], Training Loss: 0.0111, Validation Loss: 0.0082, PSNR: 20.847388771946882
Epoch [3/10], Training Loss: 0.0081, Validation Loss: 0.0074, PSNR: 21.327709866439708
Epoch [4/10], Training Loss: 0.0064, Validation Loss: 0.0044, PSNR: 23.54008887070584
Epoch [5/10], Training Loss: 0.0041, Validation Loss: 0.0040, PSNR: 23.943167693666773
Epoch [6/10], Training Loss: 0.0038, Validation Loss: 0.0037, PSNR: 24.319502284924713
Epoch [7/10], Training Loss: 0.0036, Validation Loss: 0.0043, PSNR: 23.695366459523296
Epoch [8/10], Training Loss: 0.0035, Validation Loss: 0.0035, PSNR: 24.5981388596187
Epoch [9/10], Training Loss: 0.0037, Validation Loss: 0.0076, PSNR: 21.209659808187133
[I 2023-06-27 10:54:52,527] Trial 1 finished with value: 0.003468854740882913 and parameters: {'lr': 0.009081346094376965, 'd': 86, 's': 13, 'm': 5}. Best is trial 0 with value: 0.0030055847329397995.
Epoch [10/10], Training Loss: 0.0034, Validation Loss: 0.0053, PSNR: 22.77001013018017
Epoch [1/10], Training Loss: 0.0404, Validation Loss: 0.0113, PSNR: 19.45456191511498
Epoch [2/10], Training Loss: 0.0095, Validation Loss: 0.0083, PSNR: 20.830705557606073
Epoch [3/10], Training Loss: 0.0079, Validation Loss: 0.0073, PSNR: 21.368417729568424
Epoch [4/10], Training Loss: 0.0052, Validation Loss: 0.0046, PSNR: 23.40622598445983
Epoch [5/10], Training Loss: 0.0045, Validation Loss: 0.0041, PSNR: 23.868621168041
Epoch [6/10], Training Loss: 0.0038, Validation Loss: 0.0037, PSNR: 24.274060263737
Epoch [7/10], Training Loss: 0.0035, Validation Loss: 0.0048, PSNR: 23.157250619064854
Epoch [8/10], Training Loss: 0.0036, Validation Loss: 0.0034, PSNR: 24.659427898026614
Epoch [9/10], Training Loss: 0.0033, Validation Loss: 0.0034, PSNR: 24.723726151861392
[I 2023-06-27 11:00:57,476] Trial 2 finished with value: 0.00326818882022053 and parameters: {'lr': 0.0010691800704168213, 'd': 51, 's': 5, 'm': 4}. Best is trial 0 with value: 0.0030055847329397995.
Epoch [10/10], Training Loss: 0.0034, Validation Loss: 0.0033, PSNR: 24.856928599698193
Epoch [1/10], Training Loss: 0.0322, Validation Loss: 0.0089, PSNR: 20.502737567009067
Epoch [2/10], Training Loss: 0.0084, Validation Loss: 0.0077, PSNR: 21.157444103655664
Epoch [3/10], Training Loss: 0.0061, Validation Loss: 0.0043, PSNR: 23.647568977504967
Epoch [4/10], Training Loss: 0.0039, Validation Loss: 0.0038, PSNR: 24.236911266422933
Epoch [5/10], Training Loss: 0.0036, Validation Loss: 0.0035, PSNR: 24.529048845638073
Epoch [6/10], Training Loss: 0.0034, Validation Loss: 0.0041, PSNR: 23.838575812378995
Epoch [7/10], Training Loss: 0.0033, Validation Loss: 0.0033, PSNR: 24.814338657151822
Epoch [8/10], Training Loss: 0.0035, Validation Loss: 0.0032, PSNR: 24.884097464940886
Epoch [9/10], Training Loss: 0.0031, Validation Loss: 0.0032, PSNR: 25.006019605271398
[I 2023-06-27 11:07:02,411] Trial 3 finished with value: 0.00285804474260658 and parameters: {'lr': 0.0013251335904363142, 'd': 97, 's': 9, 'm': 6}. Best is trial 3 with value: 0.00285804474260658.
Epoch [10/10], Training Loss: 0.0030, Validation Loss: 0.0029, PSNR: 25.439309766244595
Epoch [1/10], Training Loss: 0.0807, Validation Loss: 0.0200, PSNR: 16.999164959629557
Epoch [2/10], Training Loss: 0.0147, Validation Loss: 0.0120, PSNR: 19.20196231179332
Epoch [3/10], Training Loss: 0.0107, Validation Loss: 0.0093, PSNR: 20.306691572575257
Epoch [4/10], Training Loss: 0.0090, Validation Loss: 0.0086, PSNR: 20.63621074326342
Epoch [5/10], Training Loss: 0.0085, Validation Loss: 0.0083, PSNR: 20.830704308799675
Epoch [6/10], Training Loss: 0.0081, Validation Loss: 0.0079, PSNR: 21.046840046190134
Epoch [7/10], Training Loss: 0.0077, Validation Loss: 0.0075, PSNR: 21.269051726324605
Epoch [8/10], Training Loss: 0.0073, Validation Loss: 0.0070, PSNR: 21.52326342265046
Epoch [9/10], Training Loss: 0.0067, Validation Loss: 0.0057, PSNR: 22.471299210435163
[I 2023-06-27 11:13:10,547] Trial 4 finished with value: 0.0041436144538844625 and parameters: {'lr': 0.0002720172212978482, 'd': 68, 's': 11, 'm': 6}. Best is trial 3 with value: 0.00285804474260658.
Epoch [10/10], Training Loss: 0.0045, Validation Loss: 0.0041, PSNR: 23.826206606807965
Epoch [1/10], Training Loss: 0.0291, Validation Loss: 0.0099, PSNR: 20.039538160432674
Epoch [2/10], Training Loss: 0.0084, Validation Loss: 0.0076, PSNR: 21.169124138896088
Epoch [3/10], Training Loss: 0.0062, Validation Loss: 0.0041, PSNR: 23.861522444846063
Epoch [4/10], Training Loss: 0.0038, Validation Loss: 0.0037, PSNR: 24.347158417896505
Epoch [5/10], Training Loss: 0.0035, Validation Loss: 0.0034, PSNR: 24.73109243013767
Epoch [6/10], Training Loss: 0.0034, Validation Loss: 0.0039, PSNR: 24.05172828803149
Epoch [7/10], Training Loss: 0.0032, Validation Loss: 0.0032, PSNR: 24.993794988926915
Epoch [8/10], Training Loss: 0.0031, Validation Loss: 0.0031, PSNR: 25.12439170570056
Epoch [9/10], Training Loss: 0.0030, Validation Loss: 0.0036, PSNR: 24.39210529765791
[I 2023-06-27 11:19:15,653] Trial 5 finished with value: 0.002567346937333544 and parameters: {'lr': 0.005901715280878021, 'd': 89, 's': 18, 'm': 3}. Best is trial 5 with value: 0.002567346937333544.
Epoch [10/10], Training Loss: 0.0029, Validation Loss: 0.0026, PSNR: 25.905154391631875
Epoch [1/10], Training Loss: 0.0982, Validation Loss: 0.0231, PSNR: 16.37202891758852
Epoch [2/10], Training Loss: 0.0170, Validation Loss: 0.0134, PSNR: 18.733588320497375
Epoch [3/10], Training Loss: 0.0123, Validation Loss: 0.0108, PSNR: 19.65041161140548
Epoch [4/10], Training Loss: 0.0100, Validation Loss: 0.0093, PSNR: 20.305072020719372
Epoch [5/10], Training Loss: 0.0092, Validation Loss: 0.0089, PSNR: 20.512581562119223
Epoch [6/10], Training Loss: 0.0088, Validation Loss: 0.0086, PSNR: 20.665643234149798
Epoch [7/10], Training Loss: 0.0085, Validation Loss: 0.0083, PSNR: 20.814966321335156
Epoch [8/10], Training Loss: 0.0081, Validation Loss: 0.0079, PSNR: 21.037095120137725
